kepoi_name,kepler_name,koi_disposition,adopted_Teff,Prot,adopted_rp,adopted_period,flag_dr3_ruwe_outlier,flag_koi_is_grazing,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,Li_EW,comment,are_gyro_and_li_consistent
K00738.01,Kepler-29 b,CONFIRMED,5625,,2.54,10.34,,0,0,0,1,--,$> 679$,$9\pm12$,,--
K00738.02,Kepler-29 c,CONFIRMED,5625,,2.38,13.29,,0,0,0,1,--,$> 679$,$9\pm12$,,--
K01792.01,Kepler-953 b,CONFIRMED,5378,,4.55,88.41,,0,902,0,1,--,$> 679$,$8\pm5$,,--
K01792.03,Kepler-953 c,CONFIRMED,5378,,1.32,9.11,,0,902,0,1,--,$> 679$,$8\pm5$,,--
K02583.01,Kepler-1998 b,CONFIRMED,5576,,0.62,3.03,,0,0,0,1,--,$> 687$,$-8\pm20$,,--
K04215.01,Kepler-1570 b,CONFIRMED,5733,,2.03,26.55,,0,514,0,1,--,$> 693$,$13\pm6$,,--
K00246.01,Kepler-68 b,CONFIRMED,5811,,2.34,5.4,,0,512,0,1,--,$> 693$,$14\pm2$,,--
K00246.02,Kepler-68 c,CONFIRMED,5811,,0.94,9.61,,0,512,0,1,--,$> 693$,$14\pm2$,,--
K00993.02,Kepler-262 b,CONFIRMED,5762,,1.3,13.06,,0,0,0,1,--,$> 701$,$10\pm8$,,--
K00993.01,Kepler-262 c,CONFIRMED,5762,,1.58,21.85,,0,0,0,1,--,$> 701$,$10\pm8$,,--
K02443.01,Kepler-387 b,CONFIRMED,5865,,1.16,6.79,,0,512,0,1,--,$> 701$,$9\pm4$,,--
K02443.02,Kepler-387 c,CONFIRMED,5865,,1.11,11.84,,0,512,0,1,--,$> 701$,$9\pm4$,,--
K01442.01,Kepler-407 b,CONFIRMED,5485,,1.17,0.67,,0,0,0,1,--,$> 701$,$13\pm4$,,--
K02556.01,Kepler-1277 b,CONFIRMED,5530,,1.38,40.84,,0,0,0,1,--,$> 709$,$9\pm9$,,--
K02913.01,Kepler-1385 b,CONFIRMED,5866,,0.84,2.89,,0,646,0,1,--,$> 709$,$2\pm9$,,--
K00191.01,Kepler-487 b,CONFIRMED,5679,,11.2,15.36,,0,0,0,1,--,$> 709$,$-12\pm20$,,--
K00191.04,Kepler-487 c,CONFIRMED,5679,,2.13,38.65,,0,0,0,1,--,$> 709$,$-12\pm20$,,--
K00191.02,Kepler-487 d,CONFIRMED,5679,,2.31,2.42,,0,0,0,1,--,$> 709$,$-12\pm20$,,--
K02730.01,Kepler-1328 b,CONFIRMED,5900,,1.34,4.52,,0,512,0,1,--,$> 726$,$-1\pm7$,,--
K04051.01,Kepler-1545 b,CONFIRMED,5351,,2.78,163.69,,0,0,0,1,--,$> 726$,$-11\pm15$,,--
K01574.01,Kepler-87 b,CONFIRMED,5885,,10.28,114.74,,0,514,0,1,--,$> 726$,$-8\pm11$,,--
K01574.02,Kepler-87 c,CONFIRMED,5885,,5.41,191.24,,1,514,4,1,--,$> 726$,$-8\pm11$,,--
K01898.01,Kepler-1005 b,CONFIRMED,5828,,1.62,6.5,,1,512,4,1,--,$> 734$,$-1\pm11$,,--
K03415.01,Kepler-1493 b,CONFIRMED,5898,,1.77,15.02,,1,932,4,1,--,$> 734$,$-8\pm9$,,--
K03057.02,Kepler-405 b,CONFIRMED,5266,,1.9,10.61,,0,0,0,1,--,$> 734$,$-20\pm14$,,--
K03057.01,Kepler-405 c,CONFIRMED,5266,,2.78,29.73,,0,0,0,1,--,$> 734$,$-20\pm14$,,--
K01002.01,Kepler-746 b,CONFIRMED,5550,,1.17,3.48,,0,644,0,1,--,$> 734$,$10\pm5$,,--
K01218.01,Kepler-795 b,CONFIRMED,5618,,1.74,29.62,,0,2,0,1,--,$> 734$,$12\pm5$,,--
K01503.01,Kepler-867 b,CONFIRMED,5602,,4.6,150.24,,0,644,0,1,--,$> 734$,$2\pm13$,,--
K00401.01,Kepler-149 b,CONFIRMED,5516,,4.4,29.2,,0,0,0,1,--,$> 743$,$11\pm3$,,--
K00401.03,Kepler-149 c,CONFIRMED,5516,,1.77,55.33,,0,0,0,1,--,$> 743$,$11\pm3$,,--
K00401.02,Kepler-149 d,CONFIRMED,5516,,3.89,160.02,,1,0,4,1,--,$> 743$,$11\pm3$,,--
K00700.02,Kepler-215 b,CONFIRMED,5705,,1.39,9.36,,1,0,4,1,--,$> 743$,$4\pm11$,,--
K00700.03,Kepler-215 c,CONFIRMED,5705,,1.27,14.67,,0,0,0,1,--,$> 743$,$4\pm11$,,--
K00700.01,Kepler-215 d,CONFIRMED,5705,,2.12,30.86,,1,0,4,1,--,$> 743$,$4\pm11$,,--
K00700.04,Kepler-215 e,CONFIRMED,5705,,1.55,68.16,,0,0,0,1,--,$> 743$,$4\pm11$,,--
K00954.01,Kepler-259 b,CONFIRMED,5573,,3.17,8.12,,1,0,4,1,--,$> 743$,$7\pm10$,,--
K00954.02,Kepler-259 c,CONFIRMED,5573,,3.08,36.93,,1,0,4,1,--,$> 743$,$7\pm10$,,--
K00670.01,Kepler-641 b,CONFIRMED,5486,,2.62,9.49,,0,518,0,1,--,$> 743$,$8\pm7$,,--
K03039.01,Kepler-1417 b,CONFIRMED,5815,,1.56,20.35,,0,518,0,1,--,$> 751$,$-8\pm13$,,--
K04384.01,Kepler-1599 b,CONFIRMED,5895,,2.41,122.36,,0,512,0,1,--,$> 751$,$-8\pm8$,,--
K02066.01,Kepler-1678 b,CONFIRMED,5765,,2.98,147.97,,0,0,0,1,--,$> 751$,$8\pm7$,,--
K02948.01,Kepler-1888 b,CONFIRMED,5699,,1.16,11.39,,1,518,4,1,--,$> 751$,$9\pm7$,,--
K01629.01,Kepler-914 b,CONFIRMED,5877,,1.46,4.41,,1,512,4,1,--,$> 751$,$2\pm5$,,--
K02311.03,Kepler-1185 b,CONFIRMED,5586,,2.1,104.35,,0,514,0,1,--,$> 758$,$11\pm4$,,--
K00759.01,Kepler-230 b,CONFIRMED,5270,,3.31,32.63,,0,0,0,1,--,$> 758$,$-20\pm12$,,--
K00759.02,Kepler-230 c,CONFIRMED,5270,,2.09,91.77,,0,0,0,1,--,$> 758$,$-20\pm12$,,--
K01240.01,Kepler-280 b,CONFIRMED,5682,,1.59,2.14,,0,0,0,1,--,$> 758$,$1\pm12$,,--
K01240.02,Kepler-280 c,CONFIRMED,5682,,2.67,4.81,,1,0,4,1,--,$> 758$,$1\pm12$,,--
K00172.01,Kepler-69 b,CONFIRMED,5890,,2.88,13.72,,0,512,0,1,--,$> 758$,$-4\pm7$,,--
K00172.02,Kepler-69 c,CONFIRMED,5890,,2.17,242.47,,0,512,0,1,--,$> 758$,$-4\pm7$,,--
K03075.01,Kepler-1898 b,CONFIRMED,5826,,0.7,4.77,,0,0,0,1,--,$> 767$,$6\pm4$,,--
K00664.02,Kepler-206 b,CONFIRMED,5872,,1.12,7.78,,1,0,4,1,--,$> 767$,$-2\pm7$,,--
K00664.01,Kepler-206 c,CONFIRMED,5872,,1.59,13.14,,0,0,0,1,--,$> 767$,$-2\pm7$,,--
K00664.03,Kepler-206 d,CONFIRMED,5872,,1.0,23.44,,1,0,4,1,--,$> 767$,$-2\pm7$,,--
K01970.01,Kepler-344 b,CONFIRMED,5585,,2.36,21.96,,0,0,0,1,--,$> 767$,$2\pm11$,,--
K01970.02,Kepler-344 c,CONFIRMED,5585,,2.66,125.6,,0,0,0,1,--,$> 767$,$2\pm11$,,--
K01486.02,Kepler-302 b,CONFIRMED,5814,,3.28,30.18,,0,0,0,1,--,$> 776$,$-8\pm12$,,--
K01486.01,Kepler-302 c,CONFIRMED,5814,,10.82,127.28,,1,0,4,1,--,$> 776$,$-8\pm12$,,--
K01707.01,Kepler-315 b,CONFIRMED,5766,,4.12,96.11,,1,0,4,1,--,$> 776$,$1\pm9$,,--
K01707.02,Kepler-315 c,CONFIRMED,5766,,4.32,265.48,,1,0,4,1,--,$> 776$,$1\pm9$,,--
K02414.01,Kepler-384 b,CONFIRMED,5756,,1.93,22.6,,0,518,0,1,--,$> 776$,$4\pm8$,,--
K02414.02,Kepler-384 c,CONFIRMED,5756,,2.06,45.35,,1,518,4,1,--,$> 776$,$4\pm8$,,--
K00374.01,Kepler-540 b,CONFIRMED,5856,,3.12,172.7,,0,512,0,1,--,$> 776$,$-8\pm10$,,--
K00442.02,Kepler-157 b,CONFIRMED,5611,,1.47,1.73,,0,512,0,1,--,$> 785$,$4\pm9$,,--
K00442.01,Kepler-157 c,CONFIRMED,5611,,2.33,13.54,,0,512,0,1,--,$> 785$,$4\pm9$,,--
K00442.03,Kepler-157 d,CONFIRMED,5611,,1.49,7.03,,1,512,4,1,--,$> 785$,$4\pm9$,,--
K00177.01,Kepler-1711 b,CONFIRMED,5706,,1.78,21.06,,0,2,0,1,--,$> 785$,$6\pm7$,,--
K00551.02,Kepler-183 b,CONFIRMED,5736,,2.41,5.69,,0,0,0,1,--,$> 785$,$-14\pm16$,,--
K00551.01,Kepler-183 c,CONFIRMED,5736,,2.54,11.64,,0,0,0,1,--,$> 785$,$-14\pm16$,,--
K00756.03,Kepler-228 b,CONFIRMED,5850,,1.81,2.57,,0,0,0,1,--,$> 785$,$-23\pm14$,,--
K00756.02,Kepler-228 c,CONFIRMED,5850,,3.16,4.13,,0,0,0,1,--,$> 785$,$-23\pm14$,,--
K00756.01,Kepler-228 d,CONFIRMED,5850,,4.44,11.09,,0,0,0,1,--,$> 785$,$-23\pm14$,,--
K01161.03,Kepler-272 b,CONFIRMED,5512,,1.84,2.97,,0,512,0,1,--,$> 785$,$-2\pm11$,,--
K01161.01,Kepler-272 c,CONFIRMED,5512,,2.34,6.06,,0,512,0,1,--,$> 785$,$-2\pm11$,,--
K01161.02,Kepler-272 d,CONFIRMED,5512,,2.92,10.94,,1,512,4,1,--,$> 785$,$-2\pm11$,,--
K00017.01,Kepler-6 b,CONFIRMED,5741,,12.73,3.23,,0,512,0,1,--,$> 785$,$7\pm6$,,--
K02004.01,Kepler-1047 b,CONFIRMED,5783,,3.01,56.19,,1,646,4,1,--,$> 794$,$2\pm7$,,--
K02004.02,Kepler-1047 c,CONFIRMED,5783,,1.32,3.19,,0,646,0,1,--,$> 794$,$2\pm7$,,--
K00128.01,Kepler-15 b,CONFIRMED,5735,,13.17,4.94,,0,512,0,1,--,$> 794$,$6\pm6$,,--
K02755.01,Kepler-1689 b,CONFIRMED,5776,,0.81,8.48,,0,0,0,1,--,$> 794$,$6\pm4$,,--
K01601.01,Kepler-903 b,CONFIRMED,5605,,2.93,10.35,,0,514,0,1,--,$> 794$,$2\pm10$,,--
K01601.02,Kepler-903 c,CONFIRMED,5605,,4.09,62.92,,1,514,4,1,--,$> 794$,$2\pm10$,,--
K03146.01,Kepler-1440 b,CONFIRMED,5742,,1.92,39.86,,0,518,0,1,--,$> 803$,$6\pm5$,,--
K02147.01,Kepler-362 c,CONFIRMED,5647,,2.01,37.87,,0,642,0,1,--,$> 803$,$-13\pm16$,,--
K02183.02,Kepler-370 b,CONFIRMED,5753,,1.48,4.58,,0,0,0,1,--,$> 803$,$1\pm8$,,--
K02183.01,Kepler-370 c,CONFIRMED,5753,,2.22,19.02,,0,0,0,1,--,$> 803$,$1\pm8$,,--
K00321.01,Kepler-406 b,CONFIRMED,5472,,1.45,2.43,,0,512,0,1,--,$> 803$,$4\pm4$,,--
K00321.02,Kepler-406 c,CONFIRMED,5472,,0.84,4.62,,0,512,0,1,--,$> 803$,$4\pm4$,,--
K00479.01,Kepler-569 b,CONFIRMED,5619,,3.02,34.19,,0,0,0,1,--,$> 803$,$-8\pm14$,,--
K01647.01,Kepler-313 b,CONFIRMED,5623,,2.53,14.97,,0,646,0,1,--,$> 812$,$2\pm9$,,--
K01647.02,Kepler-313 c,CONFIRMED,5623,,2.31,32.28,,0,646,0,1,--,$> 812$,$2\pm9$,,--
K00273.01,Kepler-454 b,CONFIRMED,5669,,1.84,10.57,,0,0,0,1,--,$> 812$,$8\pm4$,,--
K00173.01,Kepler-481 b,CONFIRMED,5821,,2.69,10.06,,0,512,0,1,--,$> 812$,$-3\pm7$,,--
K01308.01,Kepler-811 b,CONFIRMED,5667,,2.98,23.58,,0,514,0,1,--,$> 812$,$1\pm9$,,--
K00163.01,Kepler-477 b,CONFIRMED,5354,,2.08,11.12,,0,930,0,1,--,$> 831$,$-11\pm9$,,--
K00456.02,Kepler-160 b,CONFIRMED,5651,,1.84,4.31,,0,0,0,1,--,$> 839$,$-3\pm10$,,--
K00456.01,Kepler-160 c,CONFIRMED,5651,,3.74,13.7,,0,0,0,1,--,$> 839$,$-3\pm10$,,--
K02296.01,Kepler-1177 b,CONFIRMED,5725,,3.14,106.25,,0,518,0,1,--,$> 849$,$-1\pm7$,,--
K02040.01,Kepler-1785 b,CONFIRMED,5713,,2.29,19.59,,1,0,4,1,--,$> 849$,$-4\pm9$,,--
K01151.01,Kepler-271 b,CONFIRMED,5532,,1.22,10.44,,0,128,0,1,--,$> 849$,$-3\pm9$,,--
K01151.02,Kepler-271 c,CONFIRMED,5532,,0.94,7.41,,0,128,0,1,--,$> 849$,$-3\pm9$,,--
K01151.03,Kepler-271 d,CONFIRMED,5532,,0.67,5.25,,0,128,0,1,--,$> 849$,$-3\pm9$,,--
K00573.02,Kepler-188 b,CONFIRMED,5842,,1.55,2.06,,0,0,0,1,--,$> 859$,$-8\pm0$,,--
K00573.01,Kepler-188 c,CONFIRMED,5842,,2.82,6.0,,0,0,0,1,--,$> 859$,$-8\pm0$,,--
K00709.01,Kepler-651 b,CONFIRMED,5508,,2.18,21.39,,0,0,0,1,--,$> 859$,$-6\pm9$,,--
K00717.01,Kepler-653 b,CONFIRMED,5685,,1.94,14.71,,0,512,0,1,--,$> 859$,$4\pm3$,,--
K00717.02,Kepler-653 c,CONFIRMED,5685,,0.76,0.9,,0,512,0,1,--,$> 859$,$4\pm3$,,--
K01379.01,Kepler-831 b,CONFIRMED,5772,,1.32,5.62,,0,0,0,1,--,$> 859$,$-8\pm9$,,--
K02335.01,Kepler-1194 b,CONFIRMED,5639,,1.51,16.22,,0,642,0,1,--,$> 879$,$-8\pm10$,,--
K00435.03,Kepler-154 b,CONFIRMED,5746,,2.57,33.04,,0,0,0,1,--,$> 879$,$-20\pm13$,,--
K00435.05,Kepler-154 c,CONFIRMED,5746,,3.32,62.3,,0,0,0,1,--,$> 879$,$-20\pm13$,,--
K00435.01,Kepler-154 d,CONFIRMED,5746,,4.4,20.55,,0,0,0,1,--,$> 879$,$-20\pm13$,,--
K00435.04,Kepler-154 e,CONFIRMED,5746,,1.63,3.93,,0,0,0,1,--,$> 879$,$-20\pm13$,,--
K00435.06,Kepler-154 f,CONFIRMED,5746,,1.44,9.92,,0,0,0,1,--,$> 879$,$-20\pm13$,,--
K01655.01,Kepler-922 b,CONFIRMED,5625,,1.35,0.94,,0,0,0,1,--,$> 879$,$-4\pm8$,,--
K00567.01,Kepler-184 b,CONFIRMED,5696,,2.57,10.69,,1,0,4,1,--,$> 889$,$-15\pm12$,,--
K00567.02,Kepler-184 c,CONFIRMED,5696,,2.1,20.3,,0,0,0,1,--,$> 889$,$-15\pm12$,,--
K00567.03,Kepler-184 d,CONFIRMED,5696,,2.47,29.02,,1,0,4,1,--,$> 889$,$-15\pm12$,,--
K01283.01,Kepler-806 b,CONFIRMED,5408,,1.28,8.09,,1,518,4,1,--,$> 889$,$-38\pm12$,,--
K04032.01,Kepler-1542 b,CONFIRMED,5613,,0.92,3.95,,0,640,0,1,--,$> 899$,$-8\pm9$,,--
K04032.02,Kepler-1542 c,CONFIRMED,5613,,0.78,2.89,,0,640,0,1,--,$> 899$,$-8\pm9$,,--
K04032.03,Kepler-1542 d,CONFIRMED,5613,,0.99,5.99,,0,640,0,1,--,$> 899$,$-8\pm9$,,--
K04032.04,Kepler-1542 e,CONFIRMED,5613,,0.95,5.1,,0,640,0,1,--,$> 899$,$-8\pm9$,,--
K02663.01,Kepler-1867 b,CONFIRMED,5647,,1.07,9.89,,0,514,0,1,--,$> 909$,$-8\pm8$,,--
K04292.01,Kepler-1583 b,CONFIRMED,5659,,0.7,9.33,,0,0,0,1,--,$> 918$,$-8\pm7$,,--
K00289.02,Kepler-511 b,CONFIRMED,5617,,9.0,296.64,,0,518,0,1,--,$> 918$,$-8\pm7$,,--
K00289.01,Kepler-511 c,CONFIRMED,5617,,3.81,26.63,,0,518,0,1,--,$> 918$,$-8\pm7$,,--
K02408.01,Kepler-1227 b,CONFIRMED,5671,,2.09,94.29,,0,0,0,1,--,$> 928$,$-9\pm7$,,--
K00270.01,Kepler-449 b,CONFIRMED,5587,,1.53,12.58,,0,2,0,1,--,$> 950$,$-13\pm8$,,--
K00270.02,Kepler-449 c,CONFIRMED,5587,,1.86,33.67,,0,2,0,1,--,$> 950$,$-13\pm8$,,--
K01921.01,Kepler-1015 b,CONFIRMED,6795,3.09,2.86,16.0,0,0,5,0,1,--,--,--,,--
K02010.01,Kepler-1051 b,CONFIRMED,6782,7.12,2.68,25.96,0,0,2053,0,1,--,--,--,,--
K02149.01,Kepler-1121 b,CONFIRMED,6561,7.39,1.47,13.15,0,1,5,4,1,--,--,--,,--
K02457.01,Kepler-1244 b,CONFIRMED,6685,3.2,1.9,3.7,0,0,2055,0,1,--,--,--,,--
K02632.01,Kepler-1298 b,CONFIRMED,6520,11.13,1.53,7.13,0,0,2055,0,1,--,--,--,,--
K03125.01,Kepler-1435 b,CONFIRMED,6640,6.49,0.95,4.45,0,0,2053,0,1,--,--,--,,--
K03144.01,Kepler-1439 b,CONFIRMED,3777,33.52,1.76,8.07,0,1,5,4,0,--,--,--,,--
K03398.01,Kepler-1487 b,CONFIRMED,6674,2.75,1.91,7.32,0,0,5,0,1,--,--,--,,--
K03398.02,Kepler-1487 c,CONFIRMED,6674,2.75,3.09,35.8,0,0,5,0,1,--,--,--,,--
K03496.01,Kepler-1511 b,CONFIRMED,6723,2.04,2.57,23.24,0,0,1031,0,1,--,--,--,,--
K03928.01,Kepler-1531 b,CONFIRMED,6520,20.81,1.45,1.14,0,0,2307,0,1,--,--,--,,--
K03946.01,Kepler-1533 b,CONFIRMED,6620,10.06,4.24,308.54,0,0,2055,0,1,--,--,--,,--
K00945.01,Kepler-1666 b,CONFIRMED,6348,5.48,2.58,25.85,0,0,1,0,0,--,--,--,,--
K00945.02,Kepler-1666 c,CONFIRMED,6348,5.48,2.9,40.72,0,0,1,0,0,--,--,--,,--
K00353.02,Kepler-1717 b,CONFIRMED,6747,3.94,2.86,30.65,1,0,133,0,1,--,--,--,,--
K01201.01,Kepler-1741 b,CONFIRMED,3683,28.98,1.01,2.76,0,0,5,0,0,--,--,--,,--
K02358.01,Kepler-1830 b,CONFIRMED,6701,5.91,3.32,56.49,0,0,5,0,1,--,--,--,,--
K03425.01,Kepler-1921 b,CONFIRMED,6557,15.86,2.33,20.03,0,0,2055,0,1,--,--,--,,--
K03425.02,Kepler-1921 c,CONFIRMED,6557,15.86,1.47,3.16,0,0,2055,0,1,--,--,--,,--
K03943.01,Kepler-1931 b,CONFIRMED,6604,9.03,2.5,38.58,0,0,5,0,1,--,--,--,,--
K01236.02,Kepler-279 b,CONFIRMED,6574,3.24,3.14,12.31,0,1,5,4,1,--,--,--,,--
K01236.01,Kepler-279 c,CONFIRMED,6574,3.24,4.49,35.74,0,1,5,4,1,--,--,--,,--
K01236.03,Kepler-279 d,CONFIRMED,6574,3.24,4.18,54.42,0,1,5,4,1,--,--,--,,--
K02011.01,Kepler-348 b,CONFIRMED,6744,3.91,1.52,7.06,0,0,5,0,1,--,--,--,,--
K02011.02,Kepler-348 c,CONFIRMED,6744,3.91,1.1,17.27,0,0,5,0,1,--,--,--,,--
K02179.02,Kepler-369 b,CONFIRMED,3755,19.25,1.42,2.73,1,0,133,0,0,--,--,--,,--
K02179.01,Kepler-369 c,CONFIRMED,3755,19.25,1.59,14.87,1,0,133,0,0,--,--,--,,--
K00423.01,Kepler-39 b,CONFIRMED,6383,4.4,11.44,21.09,0,0,1,0,0,--,--,--,,--
K00176.01,Kepler-483 b,CONFIRMED,6566,5.83,2.84,30.23,0,0,2053,0,1,--,--,--,,--
K00208.01,Kepler-493 b,CONFIRMED,6426,3.02,12.63,3.0,0,0,2049,0,0,--,--,--,,--
K00318.01,Kepler-522 b,CONFIRMED,6550,4.91,7.21,38.58,0,1,7,4,1,--,--,--,,--
K00673.01,Kepler-642 b,CONFIRMED,6623,4.73,2.2,4.42,0,0,2053,0,1,--,--,--,,--
K01117.01,Kepler-774 b,CONFIRMED,6675,9.8,2.3,11.09,0,0,2055,0,1,--,--,--,,--
K00152.03,Kepler-79 b,CONFIRMED,6525,4.71,3.4,13.48,0,0,2053,0,1,--,--,--,,--
K00152.02,Kepler-79 c,CONFIRMED,6525,4.71,3.63,27.4,0,0,2053,0,1,--,--,--,,--
K00152.01,Kepler-79 d,CONFIRMED,6525,4.71,7.1,52.09,0,0,2053,0,1,--,--,--,,--
K00152.04,Kepler-79 e,CONFIRMED,6525,4.71,2.91,81.06,0,0,2053,0,1,--,--,--,,--
K01445.01,Kepler-853 b,CONFIRMED,6601,5.48,1.55,7.17,0,0,2053,0,1,--,--,--,,--
K00094.04,Kepler-89 b,CONFIRMED,6837,21.86,1.63,3.74,0,0,2053,0,1,--,--,--,,--
K00094.02,Kepler-89 c,CONFIRMED,6837,21.86,3.92,10.42,0,0,2053,0,1,--,--,--,,--
K00094.01,Kepler-89 d,CONFIRMED,6837,21.86,10.44,22.34,0,0,2053,0,1,--,--,--,,--
K00094.03,Kepler-89 e,CONFIRMED,6837,21.86,6.21,54.32,0,0,2053,0,1,--,--,--,,--
K01632.01,Kepler-915 b,CONFIRMED,6714,10.05,1.56,4.59,0,1,2053,4,1,--,--,--,,--
K01886.01,Kepler-999 b,CONFIRMED,6730,7.61,2.2,5.99,0,1,5,4,1,--,--,--,,--
K07375.01,,CANDIDATE,4212,3.88,1.73,4.85,0,0,1536,0,1,$104^{+232}_{-72}$,$70^{+37}_{-21}$,$117\pm9$,,Yes
K03991.01,,CANDIDATE,5226,5.22,1.37,1.57,1,0,1152,0,1,$72^{+80}_{-56}$,$354^{+253}_{-145}$,$98\pm3$,,Maybe
K01546.01,,CANDIDATE,5639,0.9,11.92,0.92,1,0,1152,0,1,$72^{+136}_{-48}$,$> 316$,$33\pm24$,,Maybe
K05482.01,,CANDIDATE,5519,0.81,2.96,31.71,1,1,1666,4,0,$72^{+144}_{-48}$,--,--,,--
K06188.01,,CANDIDATE,5209,1.62,2.75,1.65,0,0,1024,0,1,$80^{+168}_{-56}$,$> 554$,$6\pm11$,,Maybe
K00064.01,,CANDIDATE,5306,2.23,10.49,1.95,0,1,2566,4,1,$80^{+128}_{-56}$,$> 567$,$3\pm4$,,No
K02695.01,,CANDIDATE,5174,2.88,20.23,2.5,1,1,128,4,0,$80^{+176}_{-56}$,--,--,,--
K06130.01,,CANDIDATE,4560,3.02,1.45,1.54,1,0,1952,0,1,$88^{+216}_{-64}$,$> 186$,$-1\pm25$,,Yes
K06195.01,,CANDIDATE,4677,1.42,2.28,1.44,0,0,1024,0,1,$88^{+216}_{-64}$,$> 208$,$-8\pm30$,,Yes
K07449.01,,CANDIDATE,4928,1.31,20.43,1.32,0,1,1024,4,0,$88^{+192}_{-64}$,--,--,,--
K03936.01,,CANDIDATE,4906,7.1,2.69,141.61,0,0,0,0,1,$176^{+104}_{-64}$,$115^{+55}_{-49}$,$170\pm4$,,Yes
K04545.01,,CANDIDATE,4822,7.2,0.85,0.85,0,0,512,0,0,$160^{+104}_{-56}$,--,--,,--
K06246.01,,CANDIDATE,5988,3.57,1.63,9.13,0,0,1024,0,1,$224^{+112}_{-104}$,$358^{+455}_{-223}$,$104\pm6$,,Yes
K02680.01,,CANDIDATE,5748,4.85,32.13,14.41,0,1,0,4,1,$257^{+88}_{-96}$,$> 613$,$8\pm15$,,No
K00554.01,,CANDIDATE,5902,4.19,14.2,3.66,0,1,1542,4,0,$257^{+104}_{-96}$,--,--,,--
K03815.01,,CANDIDATE,5866,4.58,7.22,4.74,0,1,1024,4,0,$281^{+96}_{-96}$,--,--,,--
K01839.02,,CANDIDATE,5447,6.22,4.93,80.41,1,1,128,4,1,$305^{+96}_{-112}$,$366^{+290}_{-164}$,$105\pm6$,,Yes
K03473.01,,CANDIDATE,5099,7.71,1.96,27.64,0,0,0,0,1,$353^{+136}_{-144}$,$438^{+393}_{-194}$,$83\pm4$,,Yes
K05341.01,,CANDIDATE,6406,3.09,1.88,15.19,0,0,1025,0,1,--,$358^{+694}_{-261}$,$91\pm7$,,--
K00871.01,,CANDIDATE,5901,5.05,40.48,12.94,0,1,514,4,1,$369^{+144}_{-104}$,$> 701$,$-16\pm14$,,Maybe
K02174.01,,CANDIDATE,4245,11.45,2.44,6.69,0,1,308,4,0,$377^{+200}_{-104}$,--,--,,--
K03339.01,,CANDIDATE,5712,5.97,2.55,23.13,0,1,256,4,0,$393^{+112}_{-128}$,--,--,,--
K03469.01,,CANDIDATE,5568,6.53,2.87,60.53,1,0,642,0,1,$409^{+72}_{-104}$,$513^{+482}_{-251}$,$94\pm6$,,Yes
K00883.01,,CANDIDATE,4942,8.92,13.95,2.69,0,0,0,0,1,$465^{+128}_{-128}$,$> 85$,$70\pm22$,,Yes
K00753.01,,CANDIDATE,5640,6.81,20.74,19.9,0,1,512,4,0,$465^{+72}_{-64}$,--,--,,--
K02052.01,,CANDIDATE,6175,4.13,4.23,4.22,0,1,0,4,0,$481^{+265}_{-160}$,--,--,,--
K03371.01,,CANDIDATE,5330,7.7,1.32,58.13,1,0,640,0,1,$489^{+80}_{-88}$,$1630^{+2285}_{-904}$,$52\pm3$,,Maybe
K03880.01,,CANDIDATE,6172,4.16,1.04,1.8,0,0,0,0,1,$489^{+273}_{-160}$,$> 331$,$12\pm5$,,Yes
K03864.02,,CANDIDATE,4866,9.49,0.89,18.26,0,0,0,0,1,$521^{+144}_{-120}$,$> 358$,$2\pm8$,,Yes
K02639.01,,CANDIDATE,5839,,3.5,25.11,,0,526,0,1,--,$573^{+630}_{-324}$,$91\pm4$,,No
K01547.01,,CANDIDATE,5713,7.6,12.33,30.69,0,0,0,0,1,$585^{+88}_{-64}$,$> 561$,$21\pm10$,,Yes
K04226.01,,CANDIDATE,6114,13.3,2.11,49.56,0,0,518,0,1,$3086^{+577}_{-713}$,$587^{+838}_{-380}$,$87\pm5$,,Maybe
K04504.01,,CANDIDATE,5238,9.04,1.57,4.13,0,0,0,0,0,$665^{+88}_{-96}$,--,--,,--
K01861.01,,CANDIDATE,5944,6.43,2.77,17.5,0,0,0,0,1,$673^{+561}_{-176}$,$1125^{+1458}_{-667}$,$73\pm3$,,Yes
K02700.01,,CANDIDATE,4618,10.9,1.38,0.91,0,0,0,0,1,$673^{+265}_{-192}$,$> 228$,$-8\pm17$,,Yes
K01758.01,,CANDIDATE,5544,9.36,3.52,5.6,0,0,0,0,0,$762^{+80}_{-72}$,--,--,,--
K02037.02,,CANDIDATE,4746,10.8,1.75,5.48,0,0,2048,0,1,$770^{+216}_{-192}$,$> 223$,$9\pm21$,,Yes
K02037.03,,CANDIDATE,4746,10.8,1.83,8.56,0,0,2048,0,1,$770^{+216}_{-192}$,$> 223$,$9\pm21$,,Yes
K02679.01,,CANDIDATE,6246,2.17,13.53,110.76,0,1,1025,4,1,--,$821^{+1487}_{-572}$,$79\pm8$,,--
K03197.01,,CANDIDATE,6146,7.05,1.43,22.6,0,0,0,0,1,$1571^{+689}_{-641}$,$899^{+1334}_{-586}$,$76\pm3$,,Yes
K04498.01,,CANDIDATE,5753,9.88,21.86,17.16,0,1,0,4,0,$954^{+232}_{-120}$,--,--,,--
